Simulation_ID,Player_Count,Director_Count,Shadow_Count,Guardian_Count,Investigator_Count,Wildcard_Count,Citizen_Count,Guardian_Protections_Quota,Investigator_Checks_Quota,Strategy_Name,Total_Rounds,Chronological_Event_Log,Winner_Team,Winning_Reason,Survival_Rate_Pct,Final_Alive_Players
"SIM_065","16","1","4","1","1","1","8","2","3","Tied Vote Deliberation Draw","12","Day 1: Voting TIED between Player_1 and Player_2 (No Elimination)","IN_PROGRESS","Unknown","100.0%","Player_1 (MAFIA); Player_2 (GODFATHER); Player_3 (VILLAGER); Player_4 (VILLAGER); Player_5 (POLICE); Player_6 (MAFIA); Player_7 (MAFIA); Player_8 (MAFIA); Player_9 (VILLAGER); Player_10 (DOCTOR); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER)"
"SIM_066","17","1","4","1","1","1","9","2","3","Optimal Citizen Deduction","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.1%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (VILLAGER); Player_5 (MAFIA); Player_6 (DOCTOR); Player_7 (MAFIA); Player_8 (GODFATHER); Player_9 (VILLAGER); Player_10 (MAFIA); Player_11 (MAFIA); Player_12 (POLICE); Player_13 (VILLAGER); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (VILLAGER)"
"SIM_067","17","1","4","1","1","1","9","2","3","Shadow Stealth Dominance","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.1%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (MAFIA); Player_5 (MAFIA); Player_6 (VILLAGER); Player_7 (POLICE); Player_8 (VILLAGER); Player_9 (GODFATHER); Player_10 (MAFIA); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (DOCTOR); Player_15 (MAFIA); Player_16 (VILLAGER); Player_17 (VILLAGER)"
"SIM_068","17","1","4","1","1","1","9","2","3","Wildcard Trickster Victory","12","Day 1: Player_1 voted out (Role: MAFIA, Team: MAFIA)","IN_PROGRESS","Unknown","94.1%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (DOCTOR); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (GODFATHER); Player_10 (MAFIA); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (MAFIA); Player_14 (MAFIA); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (POLICE)"
"SIM_069","17","1","4","1","1","1","9","2","3","Guardian Protection Clutch","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.1%","Player_2 (VILLAGER); Player_3 (MAFIA); Player_4 (VILLAGER); Player_5 (GODFATHER); Player_6 (VILLAGER); Player_7 (MAFIA); Player_8 (MAFIA); Player_9 (POLICE); Player_10 (VILLAGER); Player_11 (DOCTOR); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (VILLAGER); Player_15 (MAFIA); Player_16 (VILLAGER); Player_17 (VILLAGER)"
"SIM_070","17","1","4","1","1","1","9","2","3","Tied Vote Deliberation Draw","12","Day 1: Voting TIED between Player_1 and Player_2 (No Elimination)","IN_PROGRESS","Unknown","94.1%","Player_1 (VILLAGER); Player_3 (VILLAGER); Player_4 (MAFIA); Player_5 (VILLAGER); Player_6 (POLICE); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (MAFIA); Player_12 (MAFIA); Player_13 (DOCTOR); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (GODFATHER)"
"SIM_071","18","1","4","1","1","1","10","2","3","Optimal Citizen Deduction","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.4%","Player_2 (VILLAGER); Player_3 (MAFIA); Player_4 (MAFIA); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (VILLAGER); Player_10 (GODFATHER); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (VILLAGER); Player_15 (DOCTOR); Player_16 (MAFIA); Player_17 (MAFIA); Player_18 (POLICE)"
"SIM_072","18","1","4","1","1","1","10","2","3","Shadow Stealth Dominance","12","Day 1: Player_1 voted out (Role: MAFIA, Team: MAFIA)","IN_PROGRESS","Unknown","94.4%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (VILLAGER); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (VILLAGER); Player_8 (POLICE); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (MAFIA); Player_12 (VILLAGER); Player_13 (DOCTOR); Player_14 (VILLAGER); Player_15 (GODFATHER); Player_16 (MAFIA); Player_17 (MAFIA); Player_18 (VILLAGER)"
"SIM_073","18","1","4","1","1","1","10","2","3","Wildcard Trickster Victory","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.4%","Player_2 (VILLAGER); Player_3 (GODFATHER); Player_4 (DOCTOR); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (POLICE); Player_8 (VILLAGER); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (MAFIA); Player_12 (MAFIA); Player_13 (MAFIA); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (MAFIA); Player_17 (VILLAGER); Player_18 (VILLAGER)"
"SIM_074","18","1","4","1","1","1","10","2","3","Guardian Protection Clutch","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.4%","Player_2 (DOCTOR); Player_3 (MAFIA); Player_4 (VILLAGER); Player_5 (VILLAGER); Player_6 (MAFIA); Player_7 (VILLAGER); Player_8 (POLICE); Player_9 (MAFIA); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (MAFIA); Player_17 (GODFATHER); Player_18 (VILLAGER)"
"SIM_075","18","1","4","1","1","1","10","2","3","Tied Vote Deliberation Draw","12","Day 1: Voting TIED between Player_1 and Player_2 (No Elimination)","IN_PROGRESS","Unknown","100.0%","Player_1 (VILLAGER); Player_2 (VILLAGER); Player_3 (DOCTOR); Player_4 (VILLAGER); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (MAFIA); Player_8 (MAFIA); Player_9 (POLICE); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (GODFATHER); Player_13 (MAFIA); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (MAFIA); Player_18 (VILLAGER)"
"SIM_076","19","1","5","1","1","1","10","3","3","Optimal Citizen Deduction","12","Day 1: Player_1 voted out (Role: MAFIA, Team: MAFIA)","IN_PROGRESS","Unknown","94.7%","Player_2 (VILLAGER); Player_3 (MAFIA); Player_4 (VILLAGER); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (VILLAGER); Player_8 (MAFIA); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (MAFIA); Player_13 (VILLAGER); Player_14 (MAFIA); Player_15 (POLICE); Player_16 (GODFATHER); Player_17 (VILLAGER); Player_18 (DOCTOR); Player_19 (VILLAGER)"
"SIM_077","19","1","5","1","1","1","10","3","3","Shadow Stealth Dominance","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.7%","Player_2 (POLICE); Player_3 (GODFATHER); Player_4 (MAFIA); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (MAFIA); Player_8 (MAFIA); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (DOCTOR); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (MAFIA); Player_17 (VILLAGER); Player_18 (VILLAGER); Player_19 (MAFIA)"
"SIM_078","19","1","5","1","1","1","10","3","3","Wildcard Trickster Victory","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","94.7%","Player_2 (VILLAGER); Player_3 (POLICE); Player_4 (DOCTOR); Player_5 (VILLAGER); Player_6 (MAFIA); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (MAFIA); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (MAFIA); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (MAFIA); Player_18 (GODFATHER); Player_19 (MAFIA)"
"SIM_079","19","1","5","1","1","1","10","3","3","Guardian Protection Clutch","12","Day 1: Player_1 voted out (Role: MAFIA, Team: MAFIA)","IN_PROGRESS","Unknown","94.7%","Player_2 (DOCTOR); Player_3 (VILLAGER); Player_4 (MAFIA); Player_5 (VILLAGER); Player_6 (VILLAGER); Player_7 (GODFATHER); Player_8 (VILLAGER); Player_9 (VILLAGER); Player_10 (POLICE); Player_11 (MAFIA); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (MAFIA); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (VILLAGER); Player_18 (VILLAGER); Player_19 (MAFIA)"
"SIM_080","19","1","5","1","1","1","10","3","3","Tied Vote Deliberation Draw","12","Day 1: Voting TIED between Player_1 and Player_2 (No Elimination)","IN_PROGRESS","Unknown","94.7%","Player_1 (VILLAGER); Player_3 (VILLAGER); Player_4 (VILLAGER); Player_5 (MAFIA); Player_6 (DOCTOR); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (MAFIA); Player_10 (POLICE); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (VILLAGER); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (GODFATHER); Player_18 (MAFIA); Player_19 (MAFIA)"
"SIM_081","20","1","5","1","1","1","11","3","3","Optimal Citizen Deduction","12","Day 1: Player_1 voted out (Role: MAFIA, Team: MAFIA)","IN_PROGRESS","Unknown","95.0%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (MAFIA); Player_5 (DOCTOR); Player_6 (MAFIA); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (MAFIA); Player_13 (VILLAGER); Player_14 (POLICE); Player_15 (VILLAGER); Player_16 (MAFIA); Player_17 (GODFATHER); Player_18 (VILLAGER); Player_19 (VILLAGER); Player_20 (VILLAGER)"
"SIM_082","20","1","5","1","1","1","11","3","3","Shadow Stealth Dominance","12","Day 1: Player_1 voted out (Role: MAFIA, Team: MAFIA)","IN_PROGRESS","Unknown","95.0%","Player_2 (MAFIA); Player_3 (VILLAGER); Player_4 (VILLAGER); Player_5 (VILLAGER); Player_6 (MAFIA); Player_7 (VILLAGER); Player_8 (DOCTOR); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (POLICE); Player_12 (MAFIA); Player_13 (MAFIA); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (VILLAGER); Player_18 (VILLAGER); Player_19 (GODFATHER); Player_20 (VILLAGER)"
"SIM_083","20","1","5","1","1","1","11","3","3","Wildcard Trickster Victory","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","95.0%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (MAFIA); Player_5 (VILLAGER); Player_6 (MAFIA); Player_7 (VILLAGER); Player_8 (VILLAGER); Player_9 (VILLAGER); Player_10 (MAFIA); Player_11 (VILLAGER); Player_12 (MAFIA); Player_13 (VILLAGER); Player_14 (POLICE); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (VILLAGER); Player_18 (DOCTOR); Player_19 (GODFATHER); Player_20 (MAFIA)"
"SIM_084","20","1","5","1","1","1","11","3","3","Guardian Protection Clutch","12","Day 1: Player_1 voted out (Role: VILLAGER, Team: VILLAGERS)","IN_PROGRESS","Unknown","95.0%","Player_2 (VILLAGER); Player_3 (VILLAGER); Player_4 (VILLAGER); Player_5 (MAFIA); Player_6 (VILLAGER); Player_7 (MAFIA); Player_8 (VILLAGER); Player_9 (DOCTOR); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (MAFIA); Player_13 (MAFIA); Player_14 (VILLAGER); Player_15 (VILLAGER); Player_16 (VILLAGER); Player_17 (GODFATHER); Player_18 (VILLAGER); Player_19 (MAFIA); Player_20 (POLICE)"
"SIM_085","20","1","5","1","1","1","11","3","3","Tied Vote Deliberation Draw","12","Day 1: Voting TIED between Player_1 and Player_2 (No Elimination)","IN_PROGRESS","Unknown","100.0%","Player_1 (VILLAGER); Player_2 (MAFIA); Player_3 (VILLAGER); Player_4 (GODFATHER); Player_5 (MAFIA); Player_6 (VILLAGER); Player_7 (MAFIA); Player_8 (DOCTOR); Player_9 (VILLAGER); Player_10 (VILLAGER); Player_11 (VILLAGER); Player_12 (VILLAGER); Player_13 (MAFIA); Player_14 (VILLAGER); Player_15 (POLICE); Player_16 (VILLAGER); Player_17 (VILLAGER); Player_18 (VILLAGER); Player_19 (MAFIA); Player_20 (VILLAGER)"
